ACCESSIONNUMBER	IS_PRIMARYISSUER_FLAG	ISSUER_SEQ_KEY	CIK	ENTITYNAME	STREET1	STREET2	CITY	STATEORCOUNTRY	STATEORCOUNTRYDESCRIPTION	ZIPCODE	ISSUERPHONENUMBER	JURISDICTIONOFINC	ISSUER_PREVIOUSNAME_1	ISSUER_PREVIOUSNAME_2	ISSUER_PREVIOUSNAME_3	EDGAR_PREVIOUSNAME_1	EDGAR_PREVIOUSNAME_2	EDGAR_PREVIOUSNAME_3	ENTITYTYPE	ENTITYTYPEOTHERDESC	YEAROFINC_TIMESPAN_CHOICE	YEAROFINC_VALUE_ENTERED
0001796817-22-000001	YES	101	0001796817	DeepCrawl Holding Co	200 Aldersgate Street	Barbican	London	X0	UNITED KINGDOM	EC2N 4HD	07815310835	DELAWARE							Corporation		withinFiveYears	2019
0001746761-22-000001	YES	101	0001746761	Tides.Network, Inc.	2443 FILLMORE ST	#380-8884	SAN FRANCISCO	CA	CALIFORNIA	94115	732-820-0058	DELAWARE							Corporation		withinFiveYears	2018
0001681280-22-000001	YES	101	0001681280	SpringOwl Special Opportunities Fund LP	SPRINGOWL SPECIAL OPPORTUNITIES GP LLC	300 PARK AVENUE, SUITE 219	NEW YORK	NY	NEW YORK	10022	(212) 445-7800	DELAWARE	SpringOwl Event Driven Fund LP						Limited Partnership		overFiveYears	
0001940069-22-000001	YES	101	0001940069	ASF IX B L.P.	50 LOTHIAN ROAD, FESTIVAL SQUARE		EDINBURGH	X0	UNITED KINGDOM	EH3 9WJ	44 0 1534837517	UNITED KINGDOM							Other	SCOTTISH LIMITED PARTNERSHIP	withinFiveYears	2022
0001940525-22-000001	YES	101	0001940525	BLOOMING VECTOR INC.	2ND FL, ELLEN L SKELTON BLDG	FISHERS LANE, ROAD TOWN	TORTOLA	D8	VIRGIN ISLANDS, BRITISH	00000	6503356139	VIRGIN ISLANDS, BRITISH							Corporation		withinFiveYears	2022
0001940496-22-000001	YES	101	0001940496	STAGE IV CAPITAL LTD	2ND FL, ELLEN L SKELTON BLDG	FISHERS LANE, ROAD TOWN	TORTOLA	D8	VIRGIN ISLANDS, BRITISH	00000	6503356139	VIRGIN ISLANDS, BRITISH							Corporation		withinFiveYears	2022
0001922296-22-000011	YES	101	0001922296	NexPoint Buffalo DST	300 CRESCENT COURT	SUITE 700	DALLAS	TX	TEXAS	75201	(833) 697-6246	DELAWARE							Other	Delaware Statutory  Trust	withinFiveYears	2022
0001940062-22-000001	YES	101	0001940062	ASF IX L.P.	50 LOTHIAN ROAD, FESTIVAL SQUARE		EDINBURGH	X0	UNITED KINGDOM	EH3 9WJ	44 0 1534837517	UNITED KINGDOM							Other	SCOTTISH LIMITED PARTNERSHIP	withinFiveYears	2022
0001588040-22-000001	YES	101	0001588040	Light Visually Transceiving System Corp	MAIL CODE : LVX		KENNEDY SPACE CENTER	FL	FLORIDA	32899	202-459-3868	FLORIDA							Corporation		overFiveYears	
0001935466-22-000001	YES	101	0001935466	Abbey Road Pipe Technologies SPV May 22 a series of Abbey Road IG LLC	8 THE GREEN	SUITE A	DOVER	DE	DELAWARE	19901	6172572511	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001935516-22-000003	YES	101	0001935516	Smart Partnership Capital LLC	919 North Market Street, Suite 950		Wilmington	DE	DELAWARE	19801	14153857474	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001772728-22-000010	YES	101	0001772728	CHC Partners Holdings, Inc.	500 CAHABA PARK CIRCLE, #100		BIRMINGHAM	AL	ALABAMA	35242	205-848-2273	DELAWARE							Corporation		withinFiveYears	2019
0001940669-22-000002	YES	101	0001940669	Fund I, a series of Interplanetary Capital, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001940590-22-000001	YES	101	0001940590	Wilder Whiskey LLC	326 CHESTNUT RIDGE ROAD		KINGSTON	TN	TENNESSEE	37763	9373089826	TENNESSEE							Limited Liability Company		withinFiveYears	2021
0001835830-22-000002	YES	101	0001835830	Klaviyo, Inc.	125 Summer Street, Floor 6		BOSTON	MA	MASSACHUSETTS	02110	800-338-1744	DELAWARE							Corporation		overFiveYears	
0001936774-22-000001	YES	101	0001936774	133 OLD LINE DRIVE LLC	11601 SHADOW CREEK PARKWAY	SUITE 111-127	PEARLAND	TX	TEXAS	77584	7134591580	TEXAS							Limited Liability Company		withinFiveYears	2022
0001931066-22-000002	YES	101	0001931066	Aristata Impact Litigation Fund (1) LP	THE LE GALLAIS BUILDING, 2ND FLOOR	54 BATH STREET	ST HELIER	Y9	JERSEY	JE1 1FW	44 (0)1534 511733	JERSEY							Limited Partnership		withinFiveYears	2022
0001931066-22-000001	YES	101	0001931066	Aristata Impact Litigation Fund (1) LP	THE LE GALLAIS BUILDING, 2ND FLOOR	54 BATH STREET	ST HELIER	Y9	JERSEY	JE1 1FW	44 (0)1534 511733	JERSEY							Limited Partnership		withinFiveYears	2022
0001935516-22-000002	YES	101	0001935516	Smart Partnership Capital LLC	919 North Market Street, Suite 950		Wilmington	DE	DELAWARE	19801	14153857474	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001913910-22-000006	YES	101	0001913910	White Oak India Equity Fund V	CNERGY, 6 - B2/B3	APPASAHEB MARATHE MARG, PRABHADEVI	MUMBAI	K7	INDIA	400025	022-62308100	INDIA							Other	A trust organized in India as a contributory trust under the Indian Trusts Act, 1882.	withinFiveYears	2022
0001935516-22-000001	YES	101	0001935516	Smart Partnership Capital LLC	919 North Market Street, Suite 950		Wilmington	DE	DELAWARE	19801	14153857474	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001864611-22-000054	YES	101	0001939053	Encore 202 Property LLC	727 EAST BETHANY HOME ROAD SUITE D-223		PHOENIX	AZ	ARIZONA	85014	602-708-1635	ARIZONA							Limited Liability Company		withinFiveYears	2022
0001864611-22-000055	YES	101	0001939049	Encore ECP LLC	5000 ELDORADO PARKWAY	SUITE 150 # 143	FRISCO	TX	TEXAS	75033	213-400-7207	ARIZONA							Limited Liability Company		withinFiveYears	2022
0001887157-22-000001	YES	101	0001887157	VinVesto, Inc.	2800 PATTERSON AVE.		RICHMOND	VA	VIRGINIA	23221	(804) 833-7974	DELAWARE							Corporation		withinFiveYears	2019
0001940651-22-000002	YES	101	0001940651	CC Haptx Holdings LLC	1700 MONTGOMERY STREET	SUITE 240	SAN FRANCISCO	CA	CALIFORNIA	94111	415-800-2289	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001933972-22-000001	YES	101	0001933972	RECAP Opportunity Fund IV, L.P.	1290 AVENUE OF THE AMERICAS	10TH FLOOR	NEW YORK	NY	NEW YORK	10104	212.843.6100	DELAWARE							Limited Partnership		withinFiveYears	2021
0001937631-22-000001	YES	101	0001937631	Synova Fund V LP	55 WELLS STREET		LONDON	X0	UNITED KINGDOM	W1T 3PT	44 0 20 3475 7660	UNITED KINGDOM							Limited Partnership		withinFiveYears	2022
0001938974-22-000002	YES	101	0001938974	Greenbriar Apartment Living LLC	2001 AVENUE F		EL CAMPO	TX	TEXAS	77437	318 286-5026	TEXAS							Limited Liability Company		withinFiveYears	2022
0001405086-22-000219	YES	101	0001740219	Muddy Waters Capital Global Opportunities Fund, Ltd.	STUARTS CORPORATE SERVICES LTD.	KENSINGTON HOUSE, 69 DR. ROY'S DRIVE	GEORGE TOWN, GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	415-429-8158	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	overFiveYears	
0001928488-22-000001	YES	101	0001928488	SY Fund I, a series of Riverside Ventures, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001935195-22-000002	YES	101	0001935189	MSD Real Estate Credit Opportunity Fund II-C, L.P.	ONE VANDERBILT AVE	26TH FLOOR	NEW YORK	NY	NEW YORK	10017	(212) 303-1650	DELAWARE							Limited Partnership		withinFiveYears	2022
0001937931-22-000001	YES	101	0001937931	ExchangeRight Net-Leased Portfolio 57 DST	1055 E. COLORADO BLVD., SUITE 310		PASADENA	CA	CALIFORNIA	91106	855-317-4448	DELAWARE							Business Trust		withinFiveYears	2022
0001875872-22-000001	YES	101	0001875872	Thorbot Technology	4255 SOUTH BUCKLEY ROAD #1296		AURORA	CO	COLORADO	80013	3322077831	COLORADO							Corporation		withinFiveYears	2021
0001405086-22-000218	YES	101	0001682075	Muddy Waters Capital Global Opportunities Fund LP	714 CONGRESS AVENUE	SUITE 200	AUSTIN	TX	TEXAS	78701	4153296092	DELAWARE							Limited Partnership		overFiveYears	
0001940537-22-000002	YES	101	0001940537	ViciNFT Corp	55 MAIN STREET		TIBURON	CA	CALIFORNIA	94920	415-350-4250	DELAWARE				ViviNFT Corp			Corporation		withinFiveYears	2021
0001908239-22-000002	YES	101	0001908239	Invest Inc.	6582 S. BIG COTTONWOOD CANYON ROAD	SUITE 200	SALT LAKE CITY	UT	UTAH	84121	801-503-6130	WYOMING							Corporation		withinFiveYears	2020
0001461373-22-000034	YES	101	0001936510	Orlando Health Ventures II, LLC	1414 KUHL AVENUE	MP 2	ORLANDO	FL	FLORIDA	32806	321-841-2206	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001936404-22-000001	YES	101	0001936404	NanoPV Solar Inc.	301 MARTIN MARIETTA DRIVE		AMERICUS	GA	GEORGIA	31719	6098513666	GEORGIA							Corporation		withinFiveYears	2018
0001940652-22-000001	YES	101	0001940652	Servus Consulting Partners, LLC	6360 FRENCHS HOLLOW RD		ALTAMONT	NY	NEW YORK	12009	(518) 339-0074	DELAWARE							Limited Liability Company		withinFiveYears	2021
0001940473-22-000002	YES	101	0001940473	PI CAPITAL SAILPOINT LP	77 SUGAR CREEK CENTER BLVD	SUITE 410	SUGAR LAND	TX	TEXAS	77478	8327581269	TEXAS							Limited Partnership		withinFiveYears	2022
0001926759-22-000001	YES	101	0001926759	Kingdom Knights LP	2550 W UNION HILLS DRIVE	SUITE 350	PHOENIX	AZ	ARIZONA	85027	480-702-2717	DELAWARE							Limited Partnership		withinFiveYears	2021
0001890257-22-000143	YES	101	0001932093	FINTOP MDO SPV, LLC	3835 CLEGHORN AVE		NASHVILLE	TN	TENNESSEE	37215	650-503-4695	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001940672-22-000001	YES	101	0001940672	Patriot Freedom Fund, LLC	204 MORAVIAN VALLEY ROAD, SUITE M		WAUNAKEE	WI	WISCONSIN	53597	608-393-9540	WISCONSIN							Limited Liability Company		withinFiveYears	2022
0001935348-22-000001	YES	101	0001935348	Infuse Partners LP	615 ESPLANADE	UNIT 102	REDONDO BEACH	CA	CALIFORNIA	90277	3107936794	DELAWARE							Limited Partnership		withinFiveYears	2022
0001939804-22-000001	YES	101	0001939804	Finality Capital Partners Fund I LP	9355 WILSHIRE BOULEVARD, SUITE 200		BEVERLY HILLS	CA	CALIFORNIA	90210	424-235-0092	DELAWARE							Limited Partnership		withinFiveYears	2022
0001200876-22-000027	YES	101	0001341766	Celsius Holdings, Inc.	2424 N. FEDERAL HWY	SUITE 208	BOCA RATON	FL	FLORIDA	33431	561-276-2239	NEVADA				VECTOR VENTURES CORP.			Corporation		overFiveYears	
0001890257-22-000142	YES	101	0001923139	Flexcap Ventures 224, LLC	707 CURLEW ROAD		DELRAY BEACH	FL	FLORIDA	33444	650-503-4695	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001864611-22-000053	YES	101	0001939046	Leap Encore Fund LLC	105 PORTSIDE DRIVE		COPPELL	TX	TEXAS	75019	214-714-3290	ARIZONA							Limited Liability Company		withinFiveYears	2022
0001935195-22-000001	YES	101	0001935195	MSD Real Estate Credit Opportunity Fund II, L.P.	ONE VANDERBILT AVE	26TH FLOOR	NEW YORK	NY	NEW YORK	10017	(212) 303-1650	DELAWARE							Limited Partnership		withinFiveYears	2022
0001567619-22-014719	YES	101	0001940524	Animol Discovery, Inc.	ONE BOSTON PLACE, SUITE 3950	201 WASHINGTON STREET	BOSTON	MA	MASSACHUSETTS	02109	857-239-0920	DELAWARE	Animerra, Inc.						Corporation		withinFiveYears	2018
0001872865-22-000001	YES	101	0001872865	REM Fund I, L.P.	160 W CANYON CREST ROAD		ALPINE	UT	UTAH	84004	646.844.9918	DELAWARE							Limited Partnership		withinFiveYears	2021
0001493152-22-020911	YES	101	0001939419	Pager Technologies, Inc	136 BAXTER STREET	#3AB	NEW YORK	NY	NEW YORK	10013	855-378-7038	DELAWARE							Corporation		withinFiveYears	2020
0001937902-22-000001	YES	101	0001937902	TSG Ventures XV, LLC	2558 VIA TEJON		PALOS VERDES ESTATES	CA	CALIFORNIA	90274	916-402-1497	DELAWARE							Limited Liability Company		withinFiveYears	2021
0001904286-22-000002	YES	101	0001904286	Mira1a Therapeutics, Inc.	855 N WOLFE STREET #601		BALTIMORE	MD	MARYLAND	21205	813-864-2562	FLORIDA	MIRA Pharmaceuticals, Inc.						Corporation		withinFiveYears	2020
0001650854-22-000004	YES	101	0001650854	Angelo Gordon Partners Select ASP Fund, a series of Alternative Strategies Platform, LLC	60 EAST 42ND STREET	26TH FLOOR	NEW YORK	NY	NEW YORK	10165	212-994-7400	DELAWARE							Limited Liability Company		overFiveYears	
0001936522-22-000001	YES	101	0001936522	REDCAR AUSTIN OPPORTUNITIES FUND LP	2341 MICHIGAN AVENUE		SANTA MONICA	CA	CALIFORNIA	90404	(213) 529-9316	DELAWARE							Limited Partnership		withinFiveYears	2022
0001567619-22-014712	YES	101	0001939659	Propio Inc.	1101 PENNSYLVANIA AVENUE, NW, SUITE 300		WASHINGTON	DC	DISTRICT OF COLUMBIA	20004	202-991-2621	DELAWARE							Corporation		withinFiveYears	2022
0001742845-22-000004	YES	101	0001742845	Apollo Credit Strategies ASP Fund, a series of Alternative Strategies Platform, LLC	60 EAST 42ND STREET	26TH FLOOR	NEW YORK	NY	NEW YORK	10165	212-994-7400	DELAWARE				Apollo Credit Strategies ASP Fund, a series of ASP, LLC			Limited Liability Company		withinFiveYears	2018
0001936355-22-000002	YES	101	0001936355	SRC Pecan Springs CI, LLC	2151 HIGHLAND AVENUE SOUTH	SUITE 200	BIRMINGHAM	AL	ALABAMA	35205	2057257231	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001934596-22-000002	YES	101	0001934596	Providence Equity Partners IX-A S.C.Sp	18, RUE DICKS		LUXEMBOURG	N4	LUXEMBOURG	L-1417	44 20 7514 8800	LUXEMBOURG							Other	a Luxembourg special limited partnership	withinFiveYears	2021
0001929503-22-000002	YES	101	0001929503	ZE Fund I, a series of Kube Opportunities, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001923893-22-000002	YES	101	0001923893	KI12 Fund I, a series of Roll Up Vehicles, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001934582-22-000002	YES	101	0001934582	Providence Equity Partners IX L.P.	PROVIDENCE EQUITY PARTNERS L.L.C.	50 KENNEDY PLAZA	PROVIDENCE	RI	RHODE ISLAND	02903	401-751-1700	CAYMAN ISLANDS							Other	a Cayman Islands exempted limited partnership	withinFiveYears	2022
0001809352-22-000004	YES	101	0001809352	FirstChoice Capital, Inc.	2870 PEACHTREE RD.	UNIT 815	ATLANTA	GA	GEORGIA	30305	678-800-8659	GEORGIA							Corporation		overFiveYears	
0001940585-22-000001	YES	101	0001940585	137 HOLDINGS SXVIII, LLC	49 GEARY STREET, SUITE 500		SAN FRANCISCO	CA	CALIFORNIA	94108	415-513-5222	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001940484-22-000002	YES	101	0001877181	BGA Horizon Fund, LLC - Clear Sky Series	1 MARINA PARK DR	STE 1150	BOSTON	MA	MASSACHUSETTS	02210	6179483800	DELAWARE							Limited Liability Company		withinFiveYears	2021
0001697317-22-000003	YES	101	0001697317	Wellington Hawkes Bay ASP Fund, a series of the Alternative Strategies Platform, LLC	60 EAST 42ND STREET	26TH FLOOR	NEW YORK	NY	NEW YORK	10165	212-994-7400	DELAWARE							Limited Liability Company		overFiveYears	
0001939258-22-000001	YES	101	0001939258	Seabound Carbon, Inc.	2093 PHILADELPHIA PIKE #2280		CLAYMONT	DE	DELAWARE	19703	(706) 710-2875	DELAWARE							Corporation		withinFiveYears	2021
0001829126-22-014948	YES	101	0001937705	Clinical & Herbal Innovations, Inc.	206 N WASHINGTON ST	SUITE 100	ALEXANDRIA	VA	VIRGINIA	22314	(240) 716-8457	GEORGIA							Corporation		overFiveYears	
0001940484-22-000001	YES	101	0001940484	BGA Horizon Fund, LLC - Baker Brothers 202207 Series	1 MARINA PARK DR.	STE 1150	BOSTON	MA	MASSACHUSETTS	02210	6179483800	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001809352-22-000003	YES	101	0001809352	FirstChoice Capital, Inc.	2870 PEACHTREE RD.	UNIT 815	ATLANTA	GA	GEORGIA	30305	678-800-8659	GEORGIA							Corporation		overFiveYears	
0001904286-22-000001	YES	101	0001904286	Mira1a Therapeutics, Inc.	855 N WOLFE STREET #601		BALTIMORE	MD	MARYLAND	21205	813-864-2562	FLORIDA	MIRA Pharmaceuticals, Inc.						Corporation		withinFiveYears	2020
0001937652-22-000001	YES	101	0001937652	CrushBank Technology, Inc.	5 Aerial Way	#400	Syosset	NY	NEW YORK	11791	(516) 802-7200	DELAWARE							Corporation		withinFiveYears	2020
0001939733-22-000001	YES	101	0001939733	TECUM DRY HOLDINGS, LLC	8000 BROOKTREE ROAD	SUITE 310	WEXFORD	PA	PENNSYLVANIA	15090	724-602-4399	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001940603-22-000001	YES	101	0001940603	Clean30 LLC	12840 RIVERSIDE DRIVE	SUITE 100	STUDIO CITY	CA	CALIFORNIA	91607	(323)230-0047	DELAWARE							Limited Liability Company		withinFiveYears	2019
0000919574-22-004452	YES	101	0001939904	Coatue Ventures III LP	COATUE MANAGEMENT, L.L.C.	9 WEST 57TH STREET, 25TH FLOOR	NEW YORK	NY	NEW YORK	10019	212-715-5100	DELAWARE							Limited Partnership		withinFiveYears	2022
0001940654-22-000001	YES	101	0001940654	White Wolf Private Credit Partners LLC	501 BRICKELL KEY DRIVE	SUITE 104	MIAMI	FL	FLORIDA	33131	305-605-8888	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001938593-22-000001	YES	101	0001938593	Verified-Mobile, Inc.	15420 S. 70TH COURT		ORLAND PARK	IL	ILLINOIS	60462	773-457-7274	ILLINOIS							Corporation		withinFiveYears	2022
0001940545-22-000001	YES	101	0001940545	Trident Digital Fund, L.P.	120 N. Markley Street		Greenville	SC	SOUTH CAROLINA	29601	864.313.7245	DELAWARE							Limited Partnership		withinFiveYears	2022
0001940596-22-000001	YES	101	0001940596	Northwind Debt Fund II Feeder B LLC	489 5TH AVENUE	28TH FLOOR	NEW YORK	NY	NEW YORK	10017	646-937-6101	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001940188-22-000001	YES	101	0001940188	Passco Velo DST	2050 MAIN STREET, SUITE 650		IRVINE	CA	CALIFORNIA	92614	949-263-7900	DELAWARE							Other	Statutory Trust	withinFiveYears	2022
0001940384-22-000002	YES	101	0001940384	COASTAL REAL ESTATE FUND VII, LLC	126 SOUTH PARK AVENUE	SUITE C	WINTER PARK	FL	FLORIDA	32789	888-411-2280	FLORIDA							Limited Liability Company		withinFiveYears	2022
0001940248-22-000001	YES	101	0001940248	EVERLY NORTHPARK, LLC	2120 COLUMBIA ST. # 27		SAN DIEGO	CA	CALIFORNIA	92101	(619)-654-0174	CALIFORNIA	InDev Pacific, LLC	InDev-Pacific Investment Co JV LLC					Limited Liability Company		withinFiveYears	2019
0001936275-22-000003	YES	101	0001936275	TAYGO Inc.	4 W 4th Street, Suite 222		San Mateo	CA	CALIFORNIA	94402	(646) 573 - 2209	DELAWARE				Taygo Inc.			Corporation		overFiveYears	
0001940556-22-000001	YES	101	0001940556	iQUANTUM INC.	1999 SOUTH BASCOM AVENUE, SUITE #700		CAMPBELL	CA	CALIFORNIA	95008	408-892-3888	DELAWARE	Quantum SDS Inc.						Corporation		overFiveYears	
0001720741-22-000001	YES	101	0001720741	Bloom Credit, Inc	450 7th Ave.	Suite 1506	NEW YORK	NY	NEW YORK	10123	9292202111	DELAWARE							Corporation		overFiveYears	
0001794159-22-000085	YES	101	0001832720	Gatewood Capital Opportunity Fund II, L.P.	C/O GATEWOOD CAPITAL GP II LLC	31 HUDSON YARDS, 11TH FLOOR #30	NEW YORK	NY	NEW YORK	10001	212-994-9590	DELAWARE							Limited Partnership		withinFiveYears	2020
0001209191-22-043642	YES	101	0001925133	Filtration Group Corp	600 WEST 22ND ST	SUITE 300	OAK BROOK	IL	ILLINOIS	60523	6309681730	DELAWARE	FILTRATION SOLUTIONS CORPORATION						Corporation		overFiveYears	
0001826003-22-000002	YES	101	0001826003	Pavr Solutions, LLC	1251 BELMAR DR		LOUISVILLE	KY	KENTUCKY	40213	5106982462	KENTUCKY							Limited Liability Company		withinFiveYears	2020
0001939660-22-000001	YES	101	0001939660	NClude Fintech Innovation Fund LP	WEWORK HUB71,DD14-124-006 & DD14-124-007	AL KHATEM TWR, ADGM SQ, AL MARYAH ISLAND	ABU DHABI	C0	UNITED ARAB EMIRATES	-----	971 56 603 0088	UNITED ARAB EMIRATES							Limited Partnership		withinFiveYears	2021
0001940041-22-000001	YES	101	0001940041	Reset Investment Management Macro Opportunity Fund	76 CORLISS DR.		MORAGA	CA	CALIFORNIA	94556-1231	9258995228	CALIFORNIA							Limited Partnership		withinFiveYears	2020
0001940039-22-000002	YES	101	0001940040	Moderne Ventures Core Fund III-A, L.P.	401 N. MICHIGAN AVENUE	SUITE 1900	CHICAGO	IL	ILLINOIS	60611	617-308-3191	DELAWARE							Limited Partnership		withinFiveYears	2022
0001841356-22-000193	YES	101	0001841356	Linqto Liquidshares LLC	526 W FREMONT AVE	#2859	SUNNYVALE	CA	CALIFORNIA	94087	14083983277	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001940039-22-000001	YES	101	0001940039	Moderne Ventures Core Fund III, L.P.	401 N. MICHIGAN AVENUE	SUITE 1900	CHICAGO	IL	ILLINOIS	60611	617-308-3191	DELAWARE							Limited Partnership		withinFiveYears	2022
0001940626-22-000001	YES	101	0001940626	Paulson Ngena Investments I, LLC	5335 SW MEADOWS ROAD	SUITE 465	LAKE OSWEGO	OR	OREGON	97035	312-940-8327	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001939882-22-000002	YES	101	0001939882	REVERE MASTER SPV LLC - SERIES VII - A (BYJUS)	650 FIFTH AVENUE	35TH FLOOR	NEW YORK	NY	NEW YORK	10019	(917) 848-8320	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001940350-22-000001	YES	101	0001940350	MONROE RE INVESTORS LLC	1400 16TH STREET	SUITE 300	OAK BROOK	IL	ILLINOIS	60523	630-617-9102	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001923265-22-000002	YES	101	0001923265	TO Fund I, a series of Earthbound Ventures, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001567619-22-014694	YES	101	0001938579	Ergotron Investments, LLC	C/O THE STERLING GROUP, L.P.	9 GREENWAY PLAZA, SUITE 2400	HOUSTON	TX	TEXAS	77046	(713) 341-5740	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001940314-22-000001	YES	101	0001940314	Bank of Burlington	30 KIMBALL AVE	SUITE 201	SOUTH BURLINGTON	VT	VERMONT	05403	802-992-1213	VERMONT	Organizers' Capital, Inc.						Corporation		withinFiveYears	2021
