ACCESSIONNUMBER	INDUSTRYGROUPTYPE	INVESTMENTFUNDTYPE	IS40ACT	REVENUERANGE	AGGREGATENETASSETVALUERANGE	FEDERALEXEMPTIONS_ITEMS_LIST	ISAMENDMENT	PREVIOUSACCESSIONNUMBER	SALE_DATE	YETTOOCCUR	MORETHANONEYEAR	ISEQUITYTYPE	ISDEBTTYPE	ISOPTIONTOACQUIRETYPE	ISSECURITYTOBEACQUIREDTYPE	ISPOOLEDINVESTMENTFUNDTYPE	ISTENANTINCOMMONTYPE	ISMINERALPROPERTYTYPE	ISOTHERTYPE	DESCRIPTIONOFOTHERTYPE	ISBUSINESSCOMBINATIONTRANS	BUSCOMBCLARIFICATIONOFRESP	MINIMUMINVESTMENTACCEPTED	OVER100RECIPIENTFLAG	TOTALOFFERINGAMOUNT	TOTALAMOUNTSOLD	TOTALREMAINING	SALESAMTCLARIFICATIONOFRESP	HASNONACCREDITEDINVESTORS	NUMBERNONACCREDITEDINVESTORS	TOTALNUMBERALREADYINVESTED	SALESCOMM_DOLLARAMOUNT	SALESCOMM_ISESTIMATE	FINDERSFEE_DOLLARAMOUNT	FINDERSFEE_ISESTIMATE	FINDERFEECLARIFICATIONOFRESP	GROSSPROCEEDSUSED_DOLLARAMOUNT	GROSSPROCEEDSUSED_ISESTIMATE	GROSSPROCEEDSUSED_CLAROFRESP	AUTHORIZEDREPRESENTATIVE
0001584961-22-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b	true	0001584961-21-000001	2013-06-28		true	true				true					false		127488		40259210	581190	39678020	Items 13b and 14 reflect U.S. investors.  Offshore transactions made in reliance of Regulation S are not included.	false		4	0		0			0		Customary Management fees are paid by the Issuer to the General Partner as provided for in the Issuer's offering materials.	false
0001940138-22-000003	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	45000000	true	0	true	Estimate includes sales commissions of Fund and affiliated funds.	0	true		false
0001940138-22-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	45000000	true	0	true	Estimate includes sales commissions of Fund and affiliated funds.	0	true		false
0001880612-22-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0001880612-21-000002	2021-08-27		true					true					false		0		Indefinite	229100000	Indefinite		false		18	0	true	0	true		0	true		false
0001943910-22-000001	Residential			Decline to Disclose		06b	false		2022-07-06		false	true									false		0		6675000	6675000	0		true	18	51	0		0			0			false
0001943708-22-000003	Other			Decline to Disclose		06b	false		2022-08-25		true	true									true		0		Indefinite	121249577	Indefinite		false		52	0		0			0			false
0001943708-22-000002	Other			Decline to Disclose		06b	false		2022-08-25		true	true									true		0		Indefinite	121249577	Indefinite		false		52	0		0			0			false
0001933218-22-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2022-05-09		true					true					false		100000		Indefinite	1150000	Indefinite		false		3	0		0			0			false
0001878646-22-000037	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0000892303-22-000017	Other			Decline to Disclose		06b	false			true	false	true									false		200000		4000000	0	4000000		false		0	0		0			0			false
0001472159-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001472159-21-000001	2009-09-11		true					true					false		0		Indefinite	71357184	Indefinite		false		51	0	true	0	true		0	true		false
0001775062-22-000002	Other Technology			Decline to Disclose		06b	false		2022-08-05		false	true									false		0		1200000	1000000	200000		false		2	0		0			0	true		false
0001944056-22-000001	Commercial			$1,000,001 - $5,000,000		06c	false		2022-08-12		false	true									false		25000		1544400	1544400	0		false		34	0		0			0			false
0001398344-22-017274	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001398344-16-017517	2004-06-01		true					true					false		3000000		Indefinite	299983643	Indefinite		false		39	0		0			0			false
0001941503-22-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		The Issuer's General Partner, or an affiliate of the Issuer's General Partner, may be entitled to a performance allocation and periodic fee for its investment management services under the Issuer's governing documents.	false
0001713695-22-000008	Other Energy			Decline to Disclose		06b	false		2022-08-12		false	true									false		0		99999	99999	0		false		1	0		0			0			false
0001822271-22-000002	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001822271-21-000001	2020-09-28		true					true			true	Limited Partnership Interests.	false		1000000		Indefinite	86000000	Indefinite		false		8	0	true	0	true		0	true	Tebuah Capital GP LLC and certain persons listed in Item 3 may receive a management fee based on the value of the issuer's assets and/or a performance based fee based on the issuer's profits.	false
0001713695-22-000007	Other Energy			Decline to Disclose		06b	false		2022-08-12		false	true									false		0		30300000	30300000	0		false		24	400000	true	0			0			false
0001566114-22-000095	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001459660-18-000003	2002-01-28		true					true					false		100000		Indefinite	137664928	Indefinite		false		47	0		0			0			false
0000945621-22-000311	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000945621-21-000364	2002-07-01		true					true					false		5000000		Indefinite	1503374158	Indefinite	Clarification of Item 11 - The General Partner may waive the minimum initial investment amount for certain investors, including officers, directors or key employees of the General Partner and other Morgan Stanley affiliates.	false		46	0		0		The Investment Adviser will receive a monthly management fee at a percentage rate based on the Issuer's net assets.	0			false
0001881379-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001881379-21-000001	2021-02-01		false	true				true					false		2000000		Indefinite	20000000	Indefinite		false		1	0		0			0		THE FUND CHARGES A MANAGEMENT FEE THAT IS DESCRIBED IN THE FUND'S GOVERNING DOCUMENTS.	false
0001881377-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001881377-21-000001	2021-02-01		false	true				true					false		2000000		Indefinite	0	Indefinite		false		1	0		0			0		THE FUND CHARGES A MANAGEMENT FEE THAT IS DESCRIBED IN THE FUND'S GOVERNING DOCUMENTS.	false
0001653699-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001653699-21-000001	2014-12-01		true	true				true					false		2000000		Indefinite	121110539	Indefinite		false		8	0		0			0		The fund charges a management fee that is described in the fund's governing documents.	false
0001653705-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001653705-21-000001	2014-12-01		true	true				true					false		2000000		Indefinite	79762776	Indefinite		false		4	0		0			0		The fund charges a management fee that is described in the fund's governing documents.	false
0000902664-22-004122	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0000902664-21-004048	2021-08-16		true	true				true					false		1		Indefinite	169361101	Indefinite		false		6	0		0			0			false
0000902664-22-004121	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000902664-21-004037		true	true	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		The fund charges a management fee that is described in the fund's offering documents.	false
0001939215-22-000001	Commercial			Decline to Disclose		06b	false		2022-08-19		false	true									false		25000		9500000	9500000	0		false		70	0		0			0			false
0001393725-22-000189	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0001876691-21-000001	2021-11-29		true					true					false		0		Indefinite	3125000	Indefinite		false		9	0		0			0			false
0001944169-22-000001	Other Real Estate			Decline to Disclose		06b	false		2022-08-22		false	true									false		75000		1738610	1738610	0		false		7	0		0			0			false
0001842202-22-000001	Pooled Investment Fund	Venture Capital Fund	false	Not Applicable		06c, 3C, 3C.1	true	0001842202-21-000001	2021-08-04		false					true					false		0		100846000	100846000	0		false		23	0		0			0			false
0001944137-22-000005	Other Technology			No Revenues		06b, 04.3	false		2022-04-01		false	true									false		1500000		3000000	3000000	0		false		2	0		0		No commissions were paid in this offering.	0		No proceeds will be used for payments to officers.	false
0001944124-22-000001	Other			No Revenues		06c	false		2022-08-18		false	true									false		50000		1500000	225000	1275000		false		4	0	true	0	true		0	true	Acquisition Fee - one-time acquisition fee of two point five percent (2.5%) of the purchase price of the Property, which shall be paid to Manager at closing of the purchase of the Property	false
0001940012-22-000007	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001940172-22-000003	2022-07-15		false	true				true					false		0		1659700	1659700	0		false		41	0		0			0			false
0001944143-22-000001	Pooled Investment Fund	Venture Capital Fund	false	No Revenues		06b, 04.3	false		2022-07-22		false					true					false		100000		10000000	2500000	7500000		false		2	0		0		No commissions will be paid in the offering.	250000	true		false
0001482399-22-000004	Other Banking and Financial Services			Decline to Disclose		06b	false		2022-08-24		false	true									false		0		10000000	10000000	0		false		9	0		0			0			false
0001935743-22-000001	Residential			No Revenues		06b	false		2022-08-04		false	true									false		25000		63626000	4080694	59545306		false		5	0		0			2071458		Consists of amts paid to affiliates of persons named in Item 3, including, $331,728 for Fin Fee, $1,536,480 for Prop Acq Fees, $183,250 for Org and Offering Fees, $10,000 for Legal Acq Fees, and $10,000 for Prop Mngmnt Due Diligence and Training Fee	false
0001694351-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001694351-20-000002	2007-01-01		true					true					false		1000000		Indefinite	0	Indefinite		false		2	0		0			0			false
0001458502-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001507943-17-000100	2007-10-01		true					true					false		1000000		Indefinite	0	Indefinite		false		7	0		0			0			false
0001937945-22-000002	Oil and Gas			Not Applicable		06c	true	0001937945-22-000001		true	false								true	General Partnership Units	false		24500		1470000	232725	1237275	Initial filing of sales	false		5	0		0		Licensed Agents treated as employees no commissions or  remunerations	0		None, all funds go toward funding and drilling	false
0001943724-22-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0001943724-22-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0001421275-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001421275-20-000002	2007-01-01		true					true					false		1000000		Indefinite	0	Indefinite		false		6	0		0			0			false
0001937945-22-000003	Oil and Gas			Not Applicable		06c	true	0001920593-22-000001		true	false								true	General Partnership Units	false		10750		1372000	1372000	0	Initial filing of sales	false		17	0		0		Licensed agents treated as employees no commissions or remunerations	0		None, all funds go toward funding and drilling	false
0001104659-22-094527	Other Technology			$5,000,001 - $25,000,000		06b	false		2022-08-10		false	true									true		0		504000	504000	0	Agreement offers 90,000 shares.  As of market close on the date of filing the price was $5.60/share. Transaction subject to customary closing conditions and regulatory approvals.	true	2	39	0		0			0			false
0001944188-22-000001	Other			No Revenues		06b	false		2022-07-29		false	true									false		35000		950000	710000	240000		true	0	1	0	true	0	true		0	true	One-time acquisition fee of two percent (2%) of the Property purchase price, which shall be paid to Manager at closing of the purchase of the Property	false
0001944200-22-000001	Other Health Care			Decline to Disclose		06b	false		2022-08-12		false	true									true		0		763000	763000	0		false		1	0		0			0			false
0001932867-22-000001	Other Technology			Decline to Disclose		06b	false		2022-08-25		false	true		true							false		0		4085249	2585248	1500001		false		11	0		0			0			false
0001923144-22-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06c	false		2022-06-30		true	true				true					false		200000		Indefinite	0	Indefinite	N/A	false		0	0		0		N/A	0		N/A	false
0001676102-22-000002	Commercial			Decline to Disclose		06b	false			true	false		true								false		10000		2000000	0	2000000		false		0	0		0			0			false
0001696815-22-000001	Other Technology			Decline to Disclose		06b	false			true	false	true									false		12500		100000	0	100000		true	0	0	0	true	0	true		0	true		false
0001894549-22-000003	Other Technology			Decline to Disclose		06b	false		2022-08-17		false		true		true				true	Convertible Promissory Notes	false		0		900000	634598	265402		false		11	0		0			0			false
0001923153-22-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b	false		2022-07-26		true		true								false		100000		Indefinite	0	Indefinite	N/A	false		0	0		0		N/A	0		N/A	false
0001944118-22-000001	Other Technology			No Revenues		06c, 4a5	false			true	false	true									false		19000		19000	19000	0		false		0	0		0			0			false
0001941687-22-000001	Commercial			No Revenues		06b	false			true	false	true									false		100000		19000000	0	19000000		false		0	0		0			600000		Advenir, LLC, an affiliate of the Issuer, shall be entitled to an acquisition fee of $300,000, a construction management fee of $150,000 and an inspection fee of $150,000.	false
0000897069-22-000510	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000897069-21-000323	2018-07-01		true	true				true					false		0		Indefinite	97145989	Indefinite		false		226	0		0			0			false
0001507943-22-000043	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	false		2022-04-05		false					true					false		50000		500000	500000	0		false		9	0		0			0			false
0001940679-22-000002	Commercial			$1 - $1,000,000		06c	false		2022-07-18		false	true									false		75000		11000000	975000	10025000		false		8	0		0			453000		Acquisition Fee	false
